0.0000000;300.0000000
0.0000000;0.0000000
1.1638564;22.1132710
1.3545617;25.7366714
1.5765152;29.9537889
1.8348373;34.8619081
2.1354870;40.5742538
2.4854002;47.2226038
2.8926489;54.9603283
3.3666278;63.9659282
3.9182712;74.4471530
4.5603049;86.6457933
5.3075399;100.8432585
6.1772142;117.3670689
7.1893900;136.5984108
8.3674174;158.9809307
9.7384721;185.0309690
11.3341827;215.3494720
13.1913608;250.6358549
15.3528493;291.7041364
17.8685114;339.5017175
20.7963809;395.1312368
24.2040004;459.8760072
28.1699800;535.2296207
32.7858107;622.9304038
38.1579747;725.0015189
44.4104019;843.7976365
51.6873292;982.0592548
60.1566274;1142.9759200
70.0136740;1330.2598060
81.4858605;1548.2313499
94.8378379;1801.9189198
110.3776218;2097.1748142
128.4636983;2440.8102678
149.5132937;2840.7525798
174.0119993;3306.2279874
202.5249740;3847.9745059
235.7099812;4478.4896428
274.3325632;5212.3187017
319.2837014;6066.3903268
371.6003699;7060.4070287
432.4894579;8217.2996997
503.3556108;9563.7566050
585.8336343;11130.8390520
681.8262074;12954.6979413
793.5477752;15077.4077288
923.5756336;17547.9370380
1074.9093849;20423.2783134
1251.0401355;23769.7625745
1456.0310316;27664.5896011
1694.6109920;32197.6088486
1972.2837988;37473.3921781
2295.4550640;43613.6462162
2671.5799998;50760.0199958
3109.3354024;59077.3726463
3618.8198166;68757.5765155
4211.7864978;80023.9434578
4901.9145472;93136.3763976
5705.1244742;108397.3650093
6639.9454646;126158.9638274
7727.9428297;146830.9137647
8994.2154944;170890.0943930
10467.9750021;198891.5250397
12183.2193940;231481.1684851
14179.5175066;269410.8326262
16502.9217828;313555.5138732
19207.0306512;364933.5823728
22354.2249846;424730.2747075
26017.1071592;494325.0360249
30280.1759130;575323.3423478
35241.7756407;669593.7371732
41016.3650923;779310.9367543
47737.1578135;907005.9984562
55559.1952378;1055624.7095181
64662.9233255;1228595.5431848
75258.3552570;1429908.7498839
87589.9162103;1664208.4079960
101942.0819858;1671126.9024649
118645.9415562;1671126.9024649
138086.8349315;1671126.9024649
160713.2425375;1671126.9024649
187047.1311746;1671126.9024649
217695.9952287;1671126.9024649
253366.8709113;1671126.9024649
294882.6468209;1671126.9024649
343201.0470957;1671126.9024649
399436.7250750;1671126.9024649
464886.9771488;1671126.9024649
541061.6699854;1671126.9024649
629718.0715253;1671126.9024649
732901.3892562;1671126.9024649
852991.9509417;1671126.9024649
992760.1162139;1671126.9024649
1155430.1857796;1671126.9024649
1344754.7825572;1671126.9024649
1565101.4206369;1671126.9024649
1821553.2591166;1671126.9024649
2120026.3650953;1671126.9024649
2467406.1909554;1671126.9024649
2871706.4143167;1671126.9024649
3342253.8049298;1671126.9024649
