7474.2751920;1471699.3320000;1471699.3320000;1471699.3320000
8195.4833500;1482144.6670000;1482144.6670000;1482144.6670000
9002.9169720;1493292.7120000;1493292.7120000;1493292.7120000
9912.6231650;1505217.5670000;1505217.5670000;1505217.5670000
10941.9390800;1518000.1230000;1518000.1230000;1518000.1230000
12108.2018700;1531721.2720000;1531721.2720000;1531721.2720000
13428.7321600;1546383.1720000;1546383.1720000;1546383.1720000
14920.7845000;1561673.0550000;1561673.0550000;1561673.0550000
16601.5969000;1577199.4210000;1577199.4210000;1577199.4210000
18488.4074000;1592570.7670000;1592570.7670000;1592570.7670000
20583.1507400;1607404.0580000;1607404.0580000;1607404.0580000
22826.5486000;1621350.1170000;1621350.1170000;1621350.1170000
25144.0193700;1634068.2290000;1634068.2290000;1634068.2290000
27460.9814700;1645217.6820000;1645217.6820000;1645217.6820000
29710.8602300;1654555.0290000;1654555.0290000;1654555.0290000
31859.1087900;1662225.8940000;1662225.8940000;1662225.8940000
33879.1872100;1668473.1690000;1668473.1690000;1668473.1690000
35744.5555700;1673539.7450000;1673539.7450000;1673539.7450000
37594.6681300;1677703.3260000;1677703.3260000;1677703.3260000
40232.9560400;1681380.8790000;1681380.8790000;1681380.8790000
44628.8446500;1685024.1800000;1685024.1800000;1685024.1800000
51751.7592800;1689085.0080000;1689085.0080000;1689085.0080000
62110.8541800;1693839.6230000;1693839.6230000;1693839.6230000
74374.1990800;1698862.2040000;1698862.2040000;1698862.2040000
86749.5925800;1703551.4120000;1703551.4120000;1703551.4120000
97444.8333200;1707305.9070000;1707305.9070000;1707305.9070000
105314.2468000;1709700.3290000;1709700.3290000;1709700.3290000
111798.2662000;1711013.2440000;1711013.2440000;1711013.2440000
118983.8516000;1711699.1970000;1711699.1970000;1711699.1970000
128957.9630000;1712212.7330000;1712212.7330000;1712212.7330000
143057.5810000;1712908.9300000;1712908.9300000;1712908.9300000
159619.7686000;1713744.9890000;1713744.9890000;1713744.9890000
176231.6088000;1714578.6440000;1714578.6440000;1714578.6440000
190480.1852000;1715267.6290000;1715267.6290000;1715267.6290000
200675.9838000;1715711.3800000;1715711.3800000;1715711.3800000
208023.1019000;1715976.1370000;1715976.1370000;1715976.1370000
214449.0394000;1716169.8430000;1716169.8430000;1716169.8430000
221881.2963000;1716400.4410000;1716400.4410000;1716400.4410000
231781.4005000;1716746.1440000;1716746.1440000;1716746.1440000
243746.9908000;1717166.2480000;1717166.2480000;1717166.2480000
256909.7338000;1717590.3220000;1717590.3220000;1717590.3220000
270401.2963000;1717947.9340000;1717947.9340000;1717947.9340000
283476.1432000;1718185.8110000;1718185.8110000;1718185.8110000
295879.9329000;1718319.3220000;1718319.3220000;1718319.3220000
307481.1218000;1718380.9970000;1718380.9970000;1718380.9970000
318148.1667000;1718403.3650000;1718403.3650000;1718403.3650000
329320.4922000;1718413.8150000;1718413.8150000;1718413.8150000
348721.3958000;1718419.1810000;1718419.1810000;1718419.1810000
385645.1432000;1718421.1580000;1718421.1580000;1718421.1580000
449386.0000000;1718421.4410000;1718421.4410000;1718421.4410000
546184.5469000;1718421.4410000;1718421.4410000;1718421.4410000
670066.6250000;1718421.4410000;1718421.4410000;1718421.4410000
812004.3906000;1718421.4410000;1718421.4410000;1718421.4410000
1000000.0000000;1720583.6580000;1720583.6580000;1720583.6580000
1222222.2220000;1721635.8410000;1721635.8410000;1721635.8410000
1444444.4440000;1722688.0240000;1722688.0240000;1722688.0240000
1666666.6670000;1723740.2080000;1723740.2080000;1723740.2080000
1888888.8890000;1724792.3910000;1724792.3910000;1724792.3910000
2111111.1110000;1725844.5740000;1725844.5740000;1725844.5740000
2333333.3330000;1726896.7570000;1726896.7570000;1726896.7570000
2555555.5560000;1727948.9400000;1727948.9400000;1727948.9400000
2777777.7780000;1729001.1230000;1729001.1230000;1729001.1230000
3000000.0000000;1730053.3060000;1730053.3060000;1730053.3060000
