3.12500000000000e-09	3.12500000000000e-09	1.50000000000000e-09	6.25000000000000e-09	6.25000000000000e-09	3.00000000000000e-09
9.37500000000000e-09	3.12500000000000e-09	1.50000000000000e-09	6.25000000000000e-09	6.25000000000000e-09	3.00000000000000e-09
1.56250000000000e-08	3.12500000000000e-09	1.50000000000000e-09	6.25000000000000e-09	6.25000000000000e-09	3.00000000000000e-09
2.18750000000000e-08	3.12500000000000e-09	1.50000000000000e-09	6.25000000000000e-09	6.25000000000000e-09	3.00000000000000e-09
2.81250000000000e-08	3.12500000000000e-09	1.50000000000000e-09	6.25000000000000e-09	6.25000000000000e-09	3.00000000000000e-09
3.43750000000000e-08	3.12500000000000e-09	1.50000000000000e-09	6.25000000000000e-09	6.25000000000000e-09	3.00000000000000e-09
4.06250000000000e-08	3.12500000000000e-09	1.50000000000000e-09	6.25000000000000e-09	6.25000000000000e-09	3.00000000000000e-09
4.68750000000000e-08	3.12500000000000e-09	1.50000000000000e-09	6.25000000000000e-09	6.25000000000000e-09	3.00000000000000e-09
5.31250000000000e-08	3.12500000000000e-09	1.50000000000000e-09	6.25000000000000e-09	6.25000000000000e-09	3.00000000000000e-09
5.93750000000000e-08	3.12500000000000e-09	1.50000000000000e-09	6.25000000000000e-09	6.25000000000000e-09	3.00000000000000e-09
6.56250000000000e-08	3.12500000000000e-09	1.50000000000000e-09	6.25000000000000e-09	6.25000000000000e-09	3.00000000000000e-09
7.18750000000000e-08	3.12500000000000e-09	1.50000000000000e-09	6.25000000000000e-09	6.25000000000000e-09	3.00000000000000e-09
7.81250000000000e-08	3.12500000000000e-09	1.50000000000000e-09	6.25000000000000e-09	6.25000000000000e-09	3.00000000000000e-09
8.43750000000000e-08	3.12500000000000e-09	1.50000000000000e-09	6.25000000000000e-09	6.25000000000000e-09	3.00000000000000e-09
9.06250000000000e-08	3.12500000000000e-09	1.50000000000000e-09	6.25000000000000e-09	6.25000000000000e-09	3.00000000000000e-09
9.68750000000000e-08	3.12500000000000e-09	1.50000000000000e-09	6.25000000000000e-09	6.25000000000000e-09	3.00000000000000e-09
1.03125000000000e-07	3.12500000000000e-09	1.50000000000000e-09	6.25000000000000e-09	6.25000000000000e-09	3.00000000000000e-09
1.07812500000000e-07	1.56250000000000e-09	1.50000000000000e-09	3.12500000000000e-09	3.12500000000000e-09	3.00000000000000e-09
1.07812500000000e-07	4.68750000000000e-09	1.50000000000000e-09	3.12500000000000e-09	3.12500000000000e-09	3.00000000000000e-09
1.10937500000000e-07	1.56250000000000e-09	1.50000000000000e-09	3.12500000000000e-09	3.12500000000000e-09	3.00000000000000e-09
1.10937500000000e-07	4.68750000000000e-09	1.50000000000000e-09	3.12500000000000e-09	3.12500000000000e-09	3.00000000000000e-09
1.14062500000000e-07	1.56250000000000e-09	1.50000000000000e-09	3.12500000000000e-09	3.12500000000000e-09	3.00000000000000e-09
1.14062500000000e-07	4.68750000000000e-09	1.50000000000000e-09	3.12500000000000e-09	3.12500000000000e-09	3.00000000000000e-09
1.17187500000000e-07	1.56250000000000e-09	1.50000000000000e-09	3.12500000000000e-09	3.12500000000000e-09	3.00000000000000e-09
1.17187500000000e-07	4.68750000000000e-09	1.50000000000000e-09	3.12500000000000e-09	3.12500000000000e-09	3.00000000000000e-09
1.21875000000000e-07	3.12500000000000e-09	1.50000000000000e-09	6.25000000000000e-09	6.25000000000000e-09	3.00000000000000e-09
1.28125000000000e-07	3.12500000000000e-09	1.50000000000000e-09	6.25000000000000e-09	6.25000000000000e-09	3.00000000000000e-09
1.34375000000000e-07	3.12500000000000e-09	1.50000000000000e-09	6.25000000000000e-09	6.25000000000000e-09	3.00000000000000e-09
1.40625000000000e-07	3.12500000000000e-09	1.50000000000000e-09	6.25000000000000e-09	6.25000000000000e-09	3.00000000000000e-09
